age,annual_income,loan_amount,loan_term_months,credit_score,existing_debt,derogatory_marks,employment_length_years,dti_ratio,loan_to_income,default
51,44304.51,31649.9,60,776,22409.36,0,0,6.2125,0.7144,1
23,75738.65,26881.03,48,727,23654.51,0,5,3.8365,0.3549,1
60,116553.74,38540.76,24,787,18940.43,1,19,2.1154,0.3307,1
66,34034.85,39086.31,60,829,11978.24,0,6,4.453,1.1484,1
44,78297.51,48076.89,24,676,25662.49,0,11,4.2401,0.614,1
52,31976.51,4736.84,36,411,2613.58,0,2,1.0302,0.1481,1
67,174611.06,3871.49,60,514,7251.63,0,1,0.5028,0.0222,1
42,38219.65,49385.46,60,809,37047.83,0,14,11.8905,1.2921,1
43,72121.18,32952.7,36,810,19808.24,0,19,3.4481,0.4569,1
22,54142.01,36337.79,60,325,32956.51,0,3,7.4387,0.6712,1
47,234024.68,6631.14,24,492,29198.36,0,19,1.5114,0.0283,0
62,56271.36,5351.01,36,402,13168.01,0,18,2.8398,0.0951,1
22,35988.92,9692.17,24,504,32244.14,0,22,10.886,0.2693,1
46,71948.36,22505.39,60,710,4107.24,0,20,0.7476,0.3128,0
37,70993.57,7288.46,60,350,35061.64,0,10,5.947,0.1027,1
60,44601.29,23424.02,60,430,27382.12,0,19,7.4722,0.5252,1
53,25416.16,28953.72,60,642,37119.36,0,4,17.7534,1.1392,1
29,35710.52,2015.98,24,699,35872.66,0,22,12.0827,0.0565,1
63,83191.41,7483.79,60,501,15520.35,0,19,2.2567,0.09,1
68,17180.51,20009.37,36,599,34344.88,0,11,24.377,1.1647,1
59,42242.09,4559.83,36,445,22739.13,0,15,6.4956,0.1079,1
49,89046.89,8409.39,48,761,6706.02,0,9,0.9273,0.0944,1
62,46346.56,13126.23,36,803,33267.26,0,20,8.7079,0.2832,1
46,180633.62,22620.87,48,450,36362.83,1,21,2.447,0.1252,1
55,17209.38,36312.19,36,615,3839.61,0,5,3.3807,2.11,1
45,27534.07,8369.05,36,498,37256.84,1,11,16.3387,0.304,1
44,12224.77,37422.01,60,728,24249.96,0,6,24.4163,3.0612,1
33,162139.82,43042.92,36,602,1522.95,1,9,0.2012,0.2655,1
27,27806.02,33270.98,60,797,21900.89,0,15,9.6909,1.1965,1
56,14881.1,4098.83,60,404,31971.59,1,2,25.8367,0.2754,1
65,33956.94,23151.38,36,309,21560.67,0,15,7.8466,0.6818,1
40,21254.3,33683.17,24,326,28436.23,0,11,16.8472,1.5848,1
21,34102.61,48968.63,60,626,35243.52,0,7,12.6886,1.4359,1
28,50248.58,47686.8,36,794,34855.58,0,4,8.6403,0.949,1
66,79455.52,20993.75,24,426,7565.36,0,16,1.2747,0.2642,0
36,44143.4,31564.69,36,415,17371.64,0,19,4.9607,0.715,1
34,49770.34,44759.13,36,470,4891.02,0,19,1.479,0.8993,0
32,34580.42,41890.22,24,511,24006.36,1,13,8.9363,1.2114,1
43,19790.97,25012.25,36,488,38211.71,0,23,23.5905,1.2638,1
35,16188.82,14539.58,60,789,7682.96,0,8,5.8746,0.8981,1
48,39391.63,8580.8,48,686,16443.4,1,18,5.0637,0.2178,1
54,51574.56,25423.05,48,429,38184.06,1,11,9.0076,0.4929,1
22,37677.99,36696.6,36,322,30129.67,0,10,9.9206,0.974,1
52,16554.34,48548.95,48,478,3311.19,1,0,3.1334,2.9327,1
43,55317.25,43367.12,48,700,17422.41,0,10,3.9754,0.784,1
42,130298.46,11803.57,48,804,39521.49,1,7,3.6624,0.0906,1
45,45762.13,36549.35,60,710,18403.08,0,24,4.9855,0.7987,1
42,34623.28,15876.86,60,831,25361.36,0,19,8.8816,0.4586,1
42,47273.42,34806.68,48,628,28188.58,0,20,7.3395,0.7363,1
69,25269.97,33958.66,24,770,26725.29,0,3,13.363,1.3438,1
62,24310.42,15076.67,24,719,20989.38,0,3,10.6708,0.6202,1
26,64270.01,13250.65,24,711,5745.43,1,10,1.1758,0.2062,1
35,88804.53,6989.01,60,328,28482.39,0,18,3.8645,0.0787,1
63,44879.71,4425.9,60,544,37366.45,1,3,10.0108,0.0986,1
57,14999.03,43205.65,60,843,37697.02,0,24,30.7357,2.8806,1
53,60597.53,4392.77,60,359,23938.88,0,22,4.7551,0.0725,1
28,169469.68,6259.58,48,438,19941.8,0,5,1.4213,0.0369,1
64,42347.35,13464.9,60,656,13691.46,0,8,3.9434,0.318,1
64,44059.34,44607.6,48,511,4590.98,0,10,1.5035,1.0124,1
25,29039.72,17981.14,24,438,35383.15,1,11,14.9309,0.6192,1
59,65434.99,11206.38,48,667,5913.61,1,17,1.1273,0.1713,0
24,32774.63,36346.66,24,785,11873.86,0,19,4.902,1.109,1
26,90481.54,17315.35,60,792,29745.74,0,8,3.9833,0.1914,1
65,33039.25,18001.6,24,635,28338.17,0,23,10.565,0.5449,1
52,60178.77,37470.88,24,477,27400.0,1,14,5.7751,0.6227,1
50,47676.48,14079.34,48,812,29797.43,0,16,7.5737,0.2953,1
67,124625.31,45044.48,24,412,21908.11,0,8,2.2902,0.3614,1
55,62673.1,28948.24,36,582,6620.56,1,12,1.4216,0.4619,0
60,112668.41,27815.92,24,415,39935.14,0,1,4.3768,0.2469,1
36,52322.1,14708.11,60,843,35739.51,0,16,8.253,0.2811,1
33,44247.57,42084.53,24,340,17530.51,1,17,5.2299,0.9511,1
62,47910.29,29491.98,36,466,21447.88,1,5,5.5772,0.6156,1
50,30858.1,9464.79,48,520,16045.26,1,1,6.3163,0.3067,1
39,67440.52,11902.32,24,612,25700.14,0,0,4.6612,0.1765,1
37,32395.83,24476.28,36,645,29380.03,0,4,11.1347,0.7555,1
39,52442.77,39422.81,60,770,9646.75,0,13,2.3577,0.7517,1
48,81889.1,47086.17,60,430,17595.46,2,17,2.6934,0.575,1
46,126769.96,33847.93,48,347,25789.27,0,3,2.508,0.267,1
57,54052.77,26294.88,60,433,39526.78,0,13,8.8724,0.4865,1
46,82184.68,14035.13,36,818,13332.53,1,14,2.0036,0.1708,1
43,76506.63,34297.66,24,616,29927.52,0,23,4.9183,0.4483,1
29,38971.03,49147.51,36,737,14193.53,1,21,4.7909,1.2611,1
32,173630.03,24858.68,48,734,4147.42,0,7,0.3224,0.1432,0
21,34691.66,9782.81,24,385,30920.76,0,20,10.8366,0.282,1
21,51771.59,6960.35,36,347,26147.62,0,1,6.1055,0.1344,1
67,117297.87,14924.3,48,789,20816.42,0,16,2.1614,0.1272,0
54,115575.0,29333.22,48,723,27163.92,0,23,2.8838,0.2538,1
52,49443.81,47446.65,24,686,35232.35,2,16,9.0307,0.9596,1
68,88809.6,16359.92,24,539,30382.17,0,24,4.1974,0.1842,1
45,42856.67,16658.78,60,750,34383.79,2,19,9.7053,0.3887,1
60,36563.02,25096.62,60,557,11955.74,2,5,4.0612,0.6864,1
65,23678.59,46090.03,24,343,32119.1,0,5,17.2508,1.9465,1
21,75684.51,22114.64,60,467,14720.37,0,18,2.3924,0.2922,1
36,80622.46,12715.01,24,490,1315.75,3,0,0.2747,0.1577,1
59,34865.97,9830.28,60,575,2205.78,0,5,0.8156,0.2819,0
25,57575.94,23936.74,36,668,29349.01,0,4,6.2555,0.4157,1
42,240528.31,40432.52,48,605,11240.42,0,3,0.6028,0.1681,1
49,97539.18,15984.92,24,404,12649.58,1,24,1.6382,0.1639,1
23,28541.36,26601.09,24,720,25091.83,0,12,11.0157,0.932,1
32,89405.49,30944.4,24,648,29789.62,0,19,4.1714,0.3461,1
46,28620.63,23622.58,36,618,22575.93,0,16,9.7407,0.8254,1
36,8628.87,11201.13,48,719,28401.7,0,12,39.8222,1.2981,1
57,48424.09,46243.79,60,356,37671.59,0,21,9.5264,0.955,1
42,125231.7,29141.56,60,539,34239.32,0,15,3.3274,0.2327,1
49,113376.43,36998.45,48,726,10011.74,0,12,1.1412,0.3263,0
34,61472.25,32530.06,60,439,36318.27,0,22,7.1955,0.5292,1
48,35417.54,49906.31,24,361,12241.94,0,0,4.8523,1.4091,1
25,65635.36,23902.89,48,451,26593.24,1,24,4.953,0.3642,1
67,41710.32,22398.67,36,429,35051.29,0,9,10.2632,0.537,1
69,36019.17,19286.71,48,730,25126.12,0,17,8.5048,0.5355,1
50,92707.19,19358.17,24,739,32344.75,0,22,4.2911,0.2088,1
66,35752.61,15236.97,48,511,37130.21,1,23,12.5689,0.4262,1
25,96407.76,49070.25,36,699,38694.01,0,23,4.986,0.509,1
32,34361.38,43797.54,36,840,16720.0,3,16,6.264,1.2746,1
36,168568.11,17200.3,48,481,39714.34,1,16,2.8527,0.102,1
46,18317.63,16650.99,48,350,11231.41,0,9,7.585,0.909,1
46,27610.14,6969.63,60,825,18756.37,0,19,8.2024,0.2524,1
68,44657.58,44097.48,60,649,30547.87,1,1,8.4061,0.9875,1
41,14906.81,19844.77,24,357,38821.07,0,9,31.9166,1.3313,1
59,10481.93,29485.54,60,718,2591.18,0,19,3.5291,2.813,1
56,14984.26,45218.13,24,436,37852.85,0,5,31.8229,3.0177,1
53,41140.42,21588.83,24,336,39947.68,0,2,11.9145,0.5248,1
50,41771.68,40729.67,48,793,36428.39,0,9,10.7088,0.9751,1
57,59862.15,22653.71,60,658,4781.18,0,18,1.0341,0.3784,0
43,43555.84,35645.17,36,384,33707.66,0,16,9.5595,0.8184,1
30,58671.53,22696.85,36,838,25770.59,0,11,5.3998,0.3868,1
25,37416.62,20852.44,48,643,876.3,0,20,0.4204,0.5573,0
56,75273.95,49554.04,36,470,39382.86,0,11,6.4978,0.6583,1
54,70023.49,31392.79,36,319,6445.69,0,22,1.254,0.4483,1
51,40295.07,19634.78,48,602,16174.45,0,5,4.9386,0.4873,1
30,67494.87,14375.33,36,496,1695.76,0,11,0.3725,0.213,0
39,43722.25,3908.79,48,626,12726.01,0,19,3.5151,0.0894,1
52,19665.17,35915.18,24,311,22948.87,0,5,14.9169,1.8263,1
21,84347.29,19863.56,60,660,37268.7,0,2,5.3493,0.2355,1
25,28450.2,41420.2,36,595,39619.4,0,2,17.1963,1.4559,1
65,83808.89,19465.69,48,702,17222.65,0,22,2.5241,0.2323,1
24,59540.74,19919.8,36,737,17413.26,0,8,3.621,0.3346,1
36,46596.78,39400.69,60,674,6833.57,0,0,1.929,0.8456,1
44,15895.7,25494.4,36,799,20185.18,2,3,15.7728,1.6039,1
36,123481.59,44474.95,24,725,37633.2,0,11,3.8373,0.3602,1
22,39424.06,30326.52,48,343,7033.15,1,4,2.3331,0.7692,1
69,71735.29,13550.95,60,408,11025.69,0,17,1.8822,0.1889,1
48,45780.59,29277.05,24,397,35707.06,0,15,9.6793,0.6395,1
52,41653.42,2192.08,36,744,25244.01,0,9,7.2901,0.0526,1
47,55032.8,16995.07,36,380,13555.04,0,11,3.0586,0.3088,1
40,49808.62,11981.71,36,517,32603.43,0,10,7.9351,0.2406,1
44,41764.6,33401.02,60,448,4804.08,0,18,1.5403,0.7997,1
32,47420.56,8529.85,48,375,34404.88,2,4,8.7513,0.1799,1
55,63337.88,15924.68,60,362,20961.07,0,23,4.0216,0.2514,1
53,66084.63,17902.81,24,693,30398.91,2,2,5.6554,0.2709,1
53,50312.78,2158.07,48,802,20976.47,0,18,5.0138,0.0429,1
63,71151.18,4244.8,60,666,10227.78,0,5,1.7369,0.0597,1
57,38008.23,16934.05,36,777,25813.52,1,23,8.2984,0.4455,1
32,186266.15,12673.11,24,554,6614.25,0,16,0.4601,0.068,0
23,119533.65,7611.52,36,358,9579.88,0,22,0.983,0.0637,1
21,77456.04,9399.76,60,819,22198.36,0,12,3.4634,0.1214,1
53,15291.49,42105.77,24,688,15904.35,0,6,13.8577,2.7535,1
60,70517.17,34799.34,48,725,29935.49,0,18,5.2175,0.4935,1
30,40055.36,25237.64,48,801,23551.11,0,18,7.2131,0.6301,1
63,27249.53,45625.99,60,823,15562.74,0,24,7.1883,1.6744,1
64,39448.15,3418.53,60,579,13405.83,0,11,4.0953,0.0867,1
49,29123.46,18556.88,48,344,36573.09,0,10,15.2288,0.6372,1
33,66441.81,41522.42,48,480,2083.27,0,16,0.5325,0.6249,1
32,129261.97,32157.87,60,700,27795.73,0,16,2.6302,0.2488,1
51,80468.19,49121.0,48,673,15979.99,0,17,2.5357,0.6104,1
66,257175.79,47336.72,24,533,15405.63,0,14,0.8109,0.1841,0
22,19299.46,10157.24,60,485,26249.13,0,5,16.4264,0.5263,1
55,36184.25,48655.38,24,374,34093.36,2,7,11.9789,1.3447,1
43,27838.77,47385.67,36,532,29114.28,0,10,13.1172,1.7021,1
37,102500.3,19933.33,24,467,26969.4,1,12,3.2546,0.1945,1
46,42944.75,49178.25,60,834,20100.0,1,16,5.8455,1.1452,1
28,54924.22,3720.52,36,706,19032.55,2,16,4.1809,0.0677,1
49,71697.51,33716.03,48,529,18698.25,1,17,3.2471,0.4703,1
46,20478.42,14775.09,24,592,6245.17,1,15,4.0203,0.7215,1
30,33765.36,8214.23,24,699,22600.37,0,22,8.1537,0.2433,1
46,89175.32,29721.68,60,337,12960.84,1,15,1.8108,0.3333,1
54,35282.67,16704.81,48,531,24920.0,0,3,8.5939,0.4735,1
61,17532.55,34007.62,60,467,21606.24,0,16,15.1761,1.9397,1
27,28528.03,27919.09,48,584,37627.01,0,7,16.072,0.9787,1
24,41284.37,20844.29,60,402,17679.74,0,19,5.2399,0.5049,1
65,54179.41,10727.46,48,444,26743.69,0,6,5.9729,0.198,1
31,46981.63,30860.01,36,665,23915.7,0,7,6.3275,0.6569,1
49,33910.14,41803.07,60,452,27533.59,0,0,9.99,1.2328,1
56,86127.85,30800.21,36,721,11045.51,0,1,1.6581,0.3576,1
45,45368.05,31305.08,60,618,10661.33,0,12,2.958,0.69,1
41,55583.45,26568.19,60,784,22607.28,0,1,4.9763,0.478,1
56,35011.31,20635.53,60,382,34037.93,0,4,11.7843,0.5894,1
30,121220.22,23957.99,24,832,28940.34,0,4,2.9637,0.1976,1
57,38755.24,49498.0,60,587,19812.92,0,5,6.3902,1.2772,1
29,51267.68,37984.09,48,788,10576.23,0,17,2.6608,0.7409,1
44,91217.28,22666.85,24,567,30494.22,0,15,4.1359,0.2485,1
55,57989.97,23950.23,48,378,37086.72,1,23,7.7777,0.413,1
69,57128.24,25982.34,48,675,8914.3,0,16,1.9862,0.4548,1
55,15000.02,33647.08,48,450,32064.2,0,8,26.2121,2.2431,1
68,73745.92,24366.0,48,314,7311.6,0,20,1.2724,0.3304,1
56,50683.32,34936.6,48,400,36080.93,0,7,8.715,0.6893,1
38,67842.16,17801.01,36,687,25860.97,0,7,4.6618,0.2624,1
69,54716.9,21710.7,24,334,7649.9,0,1,1.8761,0.3968,1
59,35049.11,43474.55,48,650,1932.25,0,8,0.9717,1.2404,1
52,83833.19,17787.47,36,582,27937.34,0,5,4.0697,0.2122,1
44,55208.71,48292.96,36,824,24441.02,0,18,5.604,0.8747,1
43,22614.99,10280.24,48,464,24647.05,0,0,13.1919,0.4546,1
52,107485.4,13600.63,60,727,19549.35,1,24,2.2079,0.1265,0
57,20779.29,24256.63,48,557,24770.5,0,18,14.5968,1.1673,1
32,84166.94,40275.62,36,742,34992.31,0,0,5.1485,0.4785,1
69,119630.02,37115.62,48,419,38104.06,0,20,3.8998,0.3103,1
33,25240.94,10374.37,36,368,14108.06,0,23,6.8442,0.411,1
43,45539.84,13360.88,48,573,19770.94,0,12,5.2831,0.2934,1
45,43063.5,29612.62,36,621,11284.6,0,6,3.3738,0.6877,1
55,44241.45,16167.91,48,661,16757.62,0,20,4.6367,0.3654,1
61,146993.41,22271.62,60,798,31937.6,2,12,2.6376,0.1515,1
50,25416.88,25356.52,60,503,17287.07,2,17,8.3612,0.9976,1
37,40784.6,30523.81,36,805,15969.8,2,1,4.9482,0.7484,1
69,120812.31,14050.46,60,408,34079.39,0,2,3.4083,0.1163,1
40,40385.69,9830.73,60,564,550.26,0,5,0.2122,0.2434,0
68,27960.06,21131.04,24,687,34161.43,0,12,15.0394,0.7558,1
45,57400.53,5937.26,48,715,7665.61,0,19,1.6284,0.1034,0
42,79489.83,27284.73,48,611,11343.22,0,8,1.7982,0.3432,1
33,38727.12,42301.05,60,551,14783.56,3,2,4.7993,1.0923,1
39,68365.33,7710.83,60,687,35285.76,0,21,6.2162,0.1128,1
69,21461.82,7411.07,36,502,36392.92,0,14,20.4636,0.3453,1
56,22189.71,5850.45,48,409,26616.55,0,3,14.4599,0.2637,1
32,37644.73,42697.34,24,381,17857.99,0,16,6.2597,1.1342,1
61,69843.37,5873.83,24,492,20887.05,0,16,3.6307,0.0841,1
39,77412.13,49206.18,60,438,23425.86,0,12,3.7585,0.6356,1
32,24119.85,19199.9,36,520,38182.64,0,10,19.2618,0.796,1
29,75709.01,17780.58,36,488,38782.1,1,7,6.2253,0.2349,1
27,54171.18,6398.32,48,639,33969.65,0,2,7.5545,0.1181,1
48,28925.45,30110.78,60,777,23557.28,0,17,9.9812,1.041,1
34,22015.17,30122.35,60,721,15934.01,0,0,8.9589,1.3683,1
51,56268.71,25702.68,36,496,9596.06,1,7,2.1987,0.4568,1
39,106269.96,16928.97,24,497,21611.01,1,8,2.52,0.1593,1
67,50076.82,19691.88,24,623,14152.42,0,16,3.588,0.3932,1
36,27974.47,17384.16,48,559,3373.41,0,7,1.6024,0.6214,1
25,15981.49,22455.03,60,498,19310.72,0,10,14.7808,1.4051,1
55,122724.16,18405.83,60,436,23057.9,1,0,2.2846,0.15,1
32,91593.02,34424.83,24,645,24646.95,1,1,3.417,0.3758,1
45,58761.73,16197.75,60,799,3415.65,0,14,0.7527,0.2757,0
41,118990.2,18840.24,60,474,19582.85,0,16,2.0066,0.1583,1
56,56069.73,22902.07,36,788,26408.57,0,14,5.7881,0.4085,1
43,35645.49,2190.17,48,768,38462.03,0,17,12.9635,0.0614,1
36,68396.67,25619.96,48,615,1489.31,0,11,0.3549,0.3746,0
59,29797.05,14279.35,48,679,27213.15,0,13,11.0792,0.4792,1
65,26973.53,4695.22,36,741,2962.33,0,11,1.3759,0.1741,0
62,77883.1,45729.02,48,432,6774.32,0,1,1.1906,0.5871,1
59,81916.46,17476.1,48,326,7345.66,1,20,1.1294,0.2133,1
34,22828.32,22452.09,24,556,13490.46,1,15,7.5832,0.9835,1
51,23339.94,41712.47,24,655,33336.31,1,18,18.0331,1.7872,1
25,37532.79,10005.87,48,535,34321.37,0,0,11.0399,0.2666,1
55,31991.23,42814.82,36,658,15310.6,0,1,6.1892,1.3383,1
43,65244.25,13598.62,36,570,17536.46,0,11,3.2949,0.2084,1
49,50454.64,30273.82,36,848,9072.71,0,3,2.3578,0.6,1
63,98611.56,34912.56,60,809,17584.29,1,6,2.2106,0.354,1
31,59299.41,45440.67,60,738,11355.96,0,16,2.4513,0.7663,1
38,33298.04,31166.62,36,770,7407.86,0,4,2.9817,0.936,1
67,15761.46,23755.13,24,610,6759.49,0,1,5.8999,1.5072,1
32,54593.69,29468.93,60,516,31138.06,0,12,6.9523,0.5398,1
29,17567.45,11699.96,36,611,5119.38,0,7,3.719,0.666,1
30,33051.65,35075.57,60,529,24833.36,0,17,9.2284,1.0612,1
64,31791.81,10970.27,60,639,7115.54,0,3,2.7548,0.3451,1
37,36132.35,28747.89,60,794,33594.66,3,5,11.3163,0.7956,1
58,22256.28,33084.98,60,463,11341.45,1,8,6.4123,1.4865,1
27,31724.17,45131.99,36,415,2273.29,0,9,1.3341,1.4226,1
66,97493.67,23609.11,60,370,18356.89,0,3,2.3079,0.2422,1
33,97332.58,39215.99,48,352,39991.99,0,3,5.0313,0.4029,1
60,122945.92,10041.46,36,641,32618.92,3,6,3.211,0.0817,1
62,49320.15,9497.43,36,631,23025.37,0,13,5.6665,0.1926,1
29,57683.79,27190.3,36,378,7982.83,2,11,1.8178,0.4714,1
47,98357.77,30624.36,60,406,5141.45,0,14,0.6895,0.3114,0
22,20284.32,32352.37,36,381,33622.75,1,16,20.4225,1.5949,1
25,79489.25,37792.35,24,501,31614.44,1,20,5.0104,0.4754,1
49,107088.07,16156.71,48,691,18756.45,1,20,2.1395,0.1509,1
57,28756.64,31885.17,24,529,17145.68,1,12,7.7092,1.1088,1
58,112373.51,11030.68,48,319,30072.58,0,0,3.2359,0.0982,1
39,168489.66,12511.89,48,622,21673.49,1,21,1.5622,0.0743,0
28,78175.22,5230.83,60,767,16464.69,0,12,2.5407,0.0669,1
68,70031.65,37856.03,48,609,10442.97,1,15,1.9246,0.5406,0
65,25037.61,26335.66,48,771,5341.26,0,12,2.8229,1.0518,1
21,93108.65,13432.91,24,373,23994.34,0,8,3.1646,0.1443,1
42,26493.26,28699.41,48,735,33128.93,0,22,15.2764,1.0833,1
37,61196.45,19003.53,36,761,29974.23,0,17,5.9812,0.3105,1
27,65033.45,42186.08,36,449,28004.58,1,15,5.3836,0.6487,1
45,6783.5,27351.1,48,614,37189.66,0,19,66.7965,4.032,1
65,62535.02,3430.91,36,549,16083.41,0,11,3.1046,0.0549,1
24,236306.48,49284.57,60,573,5920.09,0,7,0.3423,0.2086,1
56,13973.06,5566.33,36,781,4526.99,1,0,4.0205,0.3984,1
26,47461.06,35405.99,60,381,38222.98,0,12,9.8135,0.746,1
51,15240.79,22988.28,48,531,23764.09,3,21,19.088,1.5083,1
39,28667.38,13967.25,60,330,32526.33,0,18,13.7128,0.4872,1
64,15400.17,34470.0,60,383,21654.61,0,12,17.3212,2.2383,1
59,53945.28,8043.07,48,341,16240.53,0,2,3.6499,0.1491,1
47,78917.86,43195.84,48,550,8410.65,0,0,1.4157,0.5474,0
30,62682.85,14029.38,60,809,34328.13,0,13,6.6165,0.2238,1
46,28054.11,19349.78,24,686,3008.85,0,23,1.6319,0.6897,1
39,34008.41,32366.89,48,565,36059.2,0,20,12.9616,0.9517,1
59,57720.27,2049.41,48,321,8598.0,1,0,1.7964,0.0355,1
23,28585.24,24691.93,24,706,876.48,0,4,0.7998,0.8638,1
65,22086.52,44923.95,36,375,4603.94,0,4,3.1794,2.034,1
33,42468.75,34659.95,24,786,35398.59,0,10,10.4103,0.8161,1
48,27810.67,20619.22,36,650,3411.43,0,24,1.7191,0.7414,1
40,62751.31,33700.37,24,539,14532.0,0,18,3.0475,0.537,1
48,106853.97,46955.33,60,350,10387.5,0,11,1.2544,0.4394,1
28,232943.23,11014.66,48,775,1955.76,0,24,0.1126,0.0473,0
61,60044.43,27526.78,24,824,21492.94,0,7,4.5246,0.4584,1
59,72228.02,13267.4,48,456,39934.15,3,9,6.6806,0.1837,1
21,34214.66,43002.78,36,498,34193.8,0,17,12.4116,1.2569,1
23,35510.15,36610.41,60,730,7171.26,0,8,2.6296,1.031,1
33,105919.4,40451.64,48,417,35430.48,0,10,4.1095,0.3819,1
48,41531.33,47264.57,24,374,18345.84,0,4,5.8698,1.138,1
69,51214.01,13150.82,24,666,11293.4,0,23,2.7746,0.2568,0
45,102107.9,4338.52,60,477,25792.08,0,12,3.0397,0.0425,1
53,41723.66,15963.38,36,407,9059.45,0,12,2.7331,0.3826,1
58,120602.13,21158.69,60,778,35246.25,0,23,3.5421,0.1754,1
26,69135.08,32007.67,60,392,25155.28,0,3,4.4589,0.463,1
64,64423.83,40289.82,48,399,5872.86,0,16,1.2503,0.6254,1
65,33225.95,18790.56,36,480,23040.63,1,13,8.5099,0.5655,1
52,66534.48,24727.86,60,395,20659.66,0,8,3.8005,0.3717,1
65,37894.92,39702.43,48,531,19122.49,1,21,6.3174,1.0477,1
67,64967.69,12815.78,48,550,14916.55,0,1,2.8045,0.1973,1
41,46115.53,12422.33,36,318,19231.12,0,3,5.094,0.2694,1
36,87560.54,30283.18,36,586,23647.45,0,10,3.3561,0.3459,1
41,48095.18,22930.73,48,506,29475.99,0,9,7.4736,0.4768,1
31,166494.0,47547.05,36,610,36756.09,2,4,2.7444,0.2856,1
57,41550.79,19137.47,48,402,2253.17,0,15,0.7659,0.4606,1
56,35569.9,38458.67,36,458,22989.09,0,5,8.1161,1.0812,1
55,60335.04,29988.45,36,677,30202.97,0,4,6.1727,0.497,1
39,93594.1,4619.65,36,523,5064.39,0,12,0.6658,0.0494,0
40,93158.64,6050.51,24,391,36504.16,0,8,4.7347,0.0649,1
38,54180.09,11751.51,36,475,10177.1,1,9,2.3264,0.2169,1
67,60081.27,8871.33,24,409,33416.61,0,1,6.7481,0.1477,1
61,60133.53,17809.83,48,478,26649.26,1,14,5.3921,0.2962,1
69,25675.08,29791.47,60,752,22602.09,0,11,10.7958,1.1603,1
34,90621.25,30913.4,60,374,34835.07,0,11,4.6811,0.3411,1
35,23046.89,30212.85,60,791,38784.76,2,2,20.4565,1.3109,1
51,25703.97,7645.21,48,402,39886.67,1,14,18.6956,0.2974,1
21,50666.3,30810.82,36,340,27489.6,1,18,6.7134,0.6081,1
23,40460.61,21667.85,24,734,13895.68,0,12,4.389,0.5355,1
36,79038.82,45346.53,48,633,35050.62,0,2,5.465,0.5737,1
43,64113.59,45775.24,60,579,26346.76,1,12,5.0741,0.714,1
31,53258.93,38872.34,60,841,13271.5,0,21,3.1362,0.7299,1
32,24951.26,35749.14,60,805,37328.4,1,23,18.2392,1.4328,1
30,49808.26,7517.73,60,542,30032.19,1,4,7.2657,0.1509,1
52,47500.39,6065.32,24,378,18386.7,1,10,4.7089,0.1277,1
36,56011.49,42360.02,60,736,18452.38,0,21,4.1045,0.7563,1
28,37872.37,22496.76,24,760,39839.18,0,16,12.9202,0.594,1
58,67083.31,23665.39,60,496,15261.51,0,18,2.8006,0.3528,1
32,39817.56,42694.07,48,330,4216.19,3,19,1.5387,1.0722,1
44,63415.78,31828.69,24,329,21773.18,1,22,4.371,0.5019,1
48,79033.61,10611.55,24,412,35451.73,1,11,5.4499,0.1343,1
28,35569.46,12128.63,48,689,23588.53,0,4,8.0433,0.341,1
48,30844.23,2306.1,60,575,31826.96,0,16,12.3973,0.0748,1
56,65239.45,36112.16,60,519,2667.16,1,18,0.6013,0.5535,1
46,22188.74,25309.36,36,575,27099.09,0,10,15.0358,1.1406,1
28,95511.21,47598.27,36,311,3628.17,0,1,0.622,0.4984,1
48,49344.3,36272.61,24,792,22476.09,1,5,5.8335,0.7351,1
48,45759.05,6951.33,36,348,20161.81,0,20,5.3379,0.1519,1
57,68023.57,9753.99,48,309,37851.37,0,2,6.7132,0.1434,1
61,65537.17,26082.78,48,560,5732.34,0,14,1.1491,0.398,0
56,49212.89,46393.96,48,619,874.91,1,17,0.449,0.9427,0
47,83047.65,13868.05,24,485,5925.51,2,16,0.9397,0.167,1
37,32747.01,41627.85,48,528,7242.89,0,14,2.9719,1.2712,1
29,75162.96,16989.08,24,320,10411.0,1,1,1.7752,0.226,1
53,25663.52,14955.07,24,315,32696.01,0,4,15.5797,0.5827,1
40,66595.31,45266.85,48,779,15386.79,0,4,2.9425,0.6797,1
33,40266.54,4267.6,48,305,33709.92,1,8,10.0725,0.106,1
48,22322.45,33715.57,24,597,11241.39,0,5,6.7983,1.5104,1
68,57181.5,4072.04,48,558,34491.37,0,18,7.2561,0.0712,1
49,48018.62,40436.66,36,339,819.57,0,9,0.4855,0.8421,1
33,19425.94,41811.41,24,575,37414.15,0,18,24.188,2.1523,1
66,13791.4,44881.12,60,818,29968.94,0,18,26.7271,3.2543,1
55,44740.83,10932.32,24,810,16802.85,0,15,4.6289,0.2443,1
26,129435.19,7975.91,48,607,23304.73,1,11,2.176,0.0616,1
38,59433.24,26169.68,48,832,37354.16,0,23,7.6522,0.4403,1
25,32827.38,15038.37,24,779,23511.13,0,8,8.8235,0.4581,1
67,93818.91,31102.28,24,713,9528.46,0,2,1.3845,0.3315,0
45,84485.41,26659.87,60,822,23128.52,0,16,3.3482,0.3156,1
22,105129.42,8952.9,60,764,34922.17,2,23,4.0032,0.0852,1
30,73890.43,37484.98,24,708,39504.27,0,9,6.6693,0.5073,1
50,83411.49,40581.65,48,349,23571.29,0,17,3.5127,0.4865,1
